,ID,race,class,guild,lvl_start,lvl_end,evolution,time_hours,lvl_speed,n_guilds,n_maps,n_city,n_pvp,map_beginner,map_low,map_medium,map_advanced,behaviour
18,45,Orc,Hunter,103,70,70,0,313.3333333333333,0.0,2,50,3.1666666666666665,2.0,12.5,13.333333333333336,120.33333333333331,105.33333333333331,explorer
19,51,Orc,Hunter,169,70,70,0,28.83333333333333,0.0,1,26,0.8333333333333334,4.166666666666667,0.3333333333333333,0.6666666666666666,4.666666666666667,3.0,explorer
20,53,Orc,Hunter,5,70,80,10,360.5,0.6657420249653259,1,75,7.833333333333332,95.33333333333331,14.5,13.833333333333336,87.0,163.0,killer
21,54,Orc,Warlock,-1,70,76,6,91.0,1.5824175824175826,2,57,3.333333333333333,0.0,16.333333333333332,20.666666666666668,50.5,45.0,explorer
22,55,Orc,Hunter,481,60,80,20,116.83333333333331,4.108416547788873,2,54,3.6666666666666665,0.8333333333333334,6.5,8.166666666666666,32.333333333333336,77.16666666666667,explorer
23,56,Orc,Hunter,204,70,70,0,100.83333333333331,0.0,3,43,4.5,21.166666666666668,1.1666666666666667,5.5,33.5,25.66666666666667,explorer
24,57,Orc,Warrior,5,70,70,0,755.6666666666665,0.0,2,43,196.8333333333333,289.8333333333333,8.5,6.666666666666668,47.33333333333334,43.83333333333334,killer
25,59,Orc,Warrior,19,70,80,10,108.33333333333331,2.2153846153846155,3,29,3.6666666666666665,2.6666666666666665,0.5,0.3333333333333333,0.6666666666666666,80.16666666666667,explorer
26,62,Orc,Warrior,5,70,70,0,267.5,0.0,2,35,20.166666666666668,13.166666666666664,1.6666666666666667,0.6666666666666666,103.5,100.0,explorer
27,64,Orc,Hunter,5,70,70,0,215.8333333333333,0.0,2,35,17.333333333333332,85.0,1.6666666666666667,0.5,17.5,16.333333333333332,killer
28,68,Tauren,Warrior,205,67,74,7,196.16666666666663,0.8564146134239593,2,52,10.333333333333334,14.833333333333336,36.16666666666666,36.5,88.16666666666669,112.33333333333331,explorer
29,72,Tauren,Druid,252,26,49,23,55.83333333333334,9.886567164179104,2,24,5.333333333333333,0.0,15.666666666666664,40.333333333333336,12.666666666666664,0.0,achiever
30,77,Tauren,Shaman,-1,12,12,0,2.1666666666666665,0.0,1,1,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,socializer
31,84,Tauren,Warrior,103,70,80,10,1246.0,0.1926163723916533,2,127,92.5,91.0,84.5,89.66666666666669,230.16666666666663,258.5,explorer
32,86,Tauren,Shaman,282,70,72,2,415.5,0.11552346570397112,5,79,24.5,8.166666666666666,32.166666666666664,28.66666666666667,80.5,75.5,explorer
33,87,Tauren,Shaman,19,70,70,0,343.1666666666667,0.0,2,56,8.5,80.83333333333333,2.5,5.5,61.0,48.33333333333334,killer
34,88,Tauren,Shaman,-1,35,36,1,8.666666666666666,2.769230769230769,1,10,1.5,0.0,3.6666666666666665,5.833333333333332,2.5,0.0,socializer
35,90,Tauren,Druid,5,70,70,0,67.33333333333333,0.0,2,23,9.5,3.8333333333333335,3.1666666666666665,3.333333333333333,14.5,13.166666666666664,explorer
36,91,Tauren,Druid,103,70,70,0,57.66666666666666,0.0,2,23,5.0,0.0,2.1666666666666665,1.5,9.333333333333334,6.0,explorer
37,94,Tauren,Warrior,305,70,80,10,766.5,0.3131115459882583,3,83,11.166666666666664,6.333333333333332,57.16666666666666,44.5,122.0,147.66666666666666,explorer
38,95,Tauren,Hunter,171,62,70,8,78.83333333333333,2.4355179704016914,2,14,1.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,66.16666666666667,62.66666666666666,explorer
39,96,Tauren,Shaman,79,66,70,4,162.83333333333334,0.5895598771750256,2,41,4.166666666666667,0.0,4.333333333333333,4.333333333333333,134.66666666666666,123.66666666666669,explorer
40,101,Tauren,Shaman,53,60,60,0,3.5,0.0,1,1,0.0,0.0,0.0,0.0,3.5,0.0,socializer
41,108,Tauren,Warrior,101,70,70,0,542.6666666666666,0.0,4,80,16.333333333333332,6.833333333333332,37.5,39.16666666666666,135.83333333333334,105.83333333333331,explorer
42,109,Tauren,Druid,5,70,70,0,309.0,0.0,3,61,11.333333333333336,65.5,40.333333333333336,39.16666666666666,84.5,72.66666666666667,killer
43,112,Tauren,Druid,243,64,76,12,367.83333333333326,0.7829632985953784,4,70,25.16666666666667,104.5,36.833333333333336,50.16666666666666,131.5,143.0,killer
44,113,Tauren,Druid,204,70,80,10,247.5,0.9696969696969696,3,51,2.5,2.1666666666666665,21.5,20.5,64.5,133.66666666666666,explorer
45,114,Tauren,Druid,-1,60,60,0,2.6666666666666665,0.0,1,4,1.8333333333333333,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,socializer
46,118,Tauren,Druid,5,70,70,0,42.5,0.0,1,16,4.5,0.0,0.0,0.0,6.833333333333332,5.833333333333332,explorer
47,122,Tauren,Hunter,199,63,70,7,194.3333333333333,0.8644939965694681,2,23,7.833333333333332,32.0,22.5,21.83333333333333,115.83333333333331,107.0,killer
48,127,Tauren,Shaman,-1,70,70,0,78.33333333333333,0.0,1,16,1.6666666666666667,25.33333333333333,26.83333333333333,26.83333333333333,33.833333333333336,33.5,killer
49,130,Tauren,Druid,104,61,61,0,22.83333333333333,0.0,1,16,15.0,2.833333333333333,0.5,0.6666666666666666,2.833333333333333,0.6666666666666666,explorer
50,132,Tauren,Warrior,62,70,80,10,709.8333333333335,0.3381075369805119,3,76,54.66666666666666,190.66666666666663,22.66666666666667,20.83333333333333,137.83333333333334,193.5,explorer
51,133,Tauren,Hunter,-1,70,72,2,53.5,0.8971962616822431,3,21,6.166666666666668,0.0,1.0,0.8333333333333334,24.16666666666667,41.333333333333336,explorer
52,135,Tauren,Warrior,19,70,70,0,106.16666666666669,0.0,2,40,5.333333333333333,0.0,32.666666666666664,21.166666666666668,34.166666666666664,25.0,explorer
53,140,Tauren,Warrior,103,70,80,10,1383.833333333333,0.1734312898952186,3,114,73.5,2.833333333333333,48.33333333333334,49.16666666666666,205.5,255.66666666666663,explorer
54,141,Tauren,Shaman,204,70,80,10,203.5,1.1793611793611791,4,76,7.166666666666668,3.333333333333333,4.5,11.666666666666664,22.66666666666667,78.16666666666667,explorer
55,143,Tauren,Hunter,219,60,60,0,7.666666666666668,0.0,3,6,5.0,0.0,0.3333333333333333,0.16666666666666666,2.333333333333333,0.0,socializer
56,144,Tauren,Druid,5,70,70,0,269.8333333333333,0.0,4,48,33.166666666666664,2.1666666666666665,7.166666666666668,8.166666666666666,33.333333333333336,23.0,explorer
57,147,Tauren,Shaman,251,60,66,6,18.666666666666668,7.7142857142857135,3,11,1.1666666666666667,0.0,0.5,0.16666666666666666,16.166666666666668,6.833333333333332,explorer
58,148,Tauren,Shaman,-1,70,70,0,696.6666666666665,0.0,2,71,31.33333333333333,258.1666666666667,68.16666666666667,74.83333333333333,214.3333333333333,200.66666666666663,killer
59,149,Tauren,Shaman,5,70,70,0,280.1666666666667,0.0,2,48,6.833333333333332,0.0,31.66666666666667,34.833333333333336,102.16666666666669,81.66666666666667,explorer
60,150,Tauren,Warrior,3,60,60,0,3.6666666666666665,0.0,1,1,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,socializer
61,152,Tauren,Warrior,4,70,80,10,944.8333333333336,0.25401305344858,3,114,47.5,53.83333333333334,67.5,59.0,189.3333333333333,215.5,explorer
62,155,Tauren,Warrior,103,70,70,0,698.3333333333335,0.0,4,68,80.16666666666667,48.83333333333334,31.16666666666667,24.5,114.0,88.33333333333331,killer
63,158,Tauren,Warrior,19,60,65,5,68.0,1.7647058823529411,2,15,4.166666666666667,4.5,1.0,0.5,53.83333333333334,27.0,explorer
64,159,Tauren,Warrior,79,70,80,10,599.8333333333334,0.4001111419838844,2,83,122.33333333333331,176.66666666666663,40.5,23.66666666666667,71.66666666666667,113.16666666666669,explorer
65,162,Tauren,Warrior,79,70,80,10,1208.3333333333333,0.1986206896551724,4,103,264.1666666666667,429.16666666666674,53.66666666666666,41.0,138.16666666666666,217.5,explorer
66,165,Tauren,Shaman,53,70,70,0,85.33333333333333,0.0,1,21,21.66666666666667,46.83333333333334,0.5,0.8333333333333334,5.666666666666668,4.5,killer
67,166,Tauren,Shaman,-1,70,70,0,480.66666666666674,0.0,3,71,15.0,20.0,30.66666666666667,32.666666666666664,116.83333333333331,97.33333333333331,explorer
68,169,Tauren,Shaman,79,70,78,8,379.0,0.5065963060686016,2,79,22.33333333333333,51.66666666666666,8.0,11.5,58.16666666666666,80.33333333333333,killer
69,171,Tauren,Shaman,4,68,70,2,275.5,0.17422867513611615,2,47,12.333333333333336,0.0,6.333333333333332,7.166666666666668,57.33333333333334,46.83333333333334,explorer
70,172,Tauren,Shaman,19,66,80,14,663.5,0.506405425772419,3,93,43.33333333333334,96.66666666666669,23.66666666666667,26.16666666666667,75.5,240.16666666666663,killer
71,174,Tauren,Druid,235,70,70,0,89.33333333333331,0.0,1,33,3.0,2.5,2.1666666666666665,2.833333333333333,28.66666666666667,26.83333333333333,explorer
72,176,Tauren,Druid,62,70,70,0,340.8333333333333,0.0,2,49,2.5,2.333333333333333,11.0,7.166666666666668,73.33333333333333,66.33333333333333,explorer
73,177,Tauren,Druid,251,60,78,18,274.3333333333333,1.5747266099635482,2,75,14.333333333333336,2.6666666666666665,16.166666666666668,16.333333333333332,131.16666666666666,122.66666666666669,explorer
74,178,Tauren,Druid,9,70,73,3,594.1666666666666,0.1211781206171108,2,76,63.5,71.33333333333333,48.83333333333334,41.5,122.16666666666669,118.33333333333331,killer
75,180,Tauren,Druid,79,70,70,0,123.0,0.0,1,46,6.666666666666668,33.333333333333336,10.166666666666666,8.666666666666666,16.0,16.333333333333332,killer
76,182,Troll,Hunter,-1,1,1,0,7133.5,0.0,1,1,0.0,0.0,7133.5,0.0,0.0,0.0,socializer
77,185,Troll,Shaman,3,70,70,0,6.833333333333332,0.0,1,9,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0.8333333333333334,explorer
78,191,Troll,Rogue,3,70,70,0,103.66666666666669,0.0,1,32,6.166666666666668,10.833333333333336,3.0,3.6666666666666665,43.83333333333334,38.833333333333336,explorer
79,195,Troll,Rogue,53,70,70,0,346.0,0.0,2,39,67.0,80.66666666666667,4.833333333333333,1.3333333333333333,30.5,27.16666666666667,killer
80,196,Troll,Hunter,-1,29,34,5,12.166666666666664,9.863013698630136,3,10,1.8333333333333333,0.0,6.333333333333332,6.333333333333332,0.3333333333333333,0.0,achiever
81,197,Troll,Priest,205,70,70,0,31.83333333333333,0.0,1,17,6.833333333333332,14.166666666666664,0.16666666666666666,0.0,2.1666666666666665,1.0,explorer
82,201,Troll,Hunter,424,52,64,12,143.66666666666666,2.0046403712296983,2,53,14.166666666666664,13.333333333333336,16.166666666666668,40.333333333333336,57.33333333333334,0.6666666666666666,explorer
83,203,Troll,Mage,101,70,71,1,342.1666666666667,0.07014125669751584,2,62,44.16666666666666,65.83333333333333,26.16666666666667,25.66666666666667,38.833333333333336,36.333333333333336,killer
84,212,Troll,Mage,174,70,70,0,348.0,0.0,5,58,42.333333333333336,18.5,38.5,40.5,133.0,122.83333333333331,explorer
85,215,Troll,Hunter,-1,70,80,10,257.1666666666667,0.9332469215813348,4,69,5.0,0.0,15.333333333333336,16.0,29.66666666666667,114.66666666666669,explorer
86,221,Troll,Mage,5,70,70,0,143.16666666666666,0.0,2,43,5.0,19.0,14.166666666666664,13.666666666666664,23.33333333333333,22.33333333333333,explorer
87,229,Troll,Rogue,-1,70,70,0,6.0,0.0,2,11,1.0,1.5,0.5,0.16666666666666666,0.8333333333333334,0.6666666666666666,explorer
88,230,Troll,Warrior,103,70,70,0,446.16666666666674,0.0,2,44,2.333333333333333,0.8333333333333334,28.83333333333333,24.16666666666667,303.8333333333333,291.5,explorer
89,231,Troll,Priest,104,70,70,0,195.3333333333333,0.0,4,39,17.666666666666668,4.166666666666667,21.66666666666667,15.166666666666664,29.83333333333333,26.0,explorer
90,236,Troll,Warrior,103,70,70,0,616.8333333333334,0.0,3,65,14.333333333333336,68.33333333333333,30.66666666666667,26.66666666666667,246.16666666666663,230.8333333333333,killer
91,237,Troll,Priest,5,70,70,0,181.3333333333333,0.0,2,23,2.333333333333333,3.333333333333333,9.333333333333334,9.0,38.833333333333336,32.666666666666664,explorer
92,239,Troll,Mage,-1,60,60,0,2.6666666666666665,0.0,1,2,0.0,0.0,0.0,2.6666666666666665,0.16666666666666666,0.0,socializer
93,241,Troll,Hunter,90,70,70,0,15.166666666666664,0.0,2,8,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.8333333333333333,1.8333333333333333,explorer
94,244,Troll,Hunter,19,60,60,0,2.833333333333333,0.0,2,3,0.6666666666666666,0.0,0.0,0.0,2.1666666666666665,0.0,socializer
95,246,Troll,Priest,103,70,76,6,469.0,0.3070362473347548,4,74,39.5,208.3333333333333,12.5,11.833333333333336,39.0,55.33333333333334,killer
96,261,Undead,Warlock,204,65,71,6,294.5,0.4889643463497453,3,54,7.166666666666668,55.16666666666666,8.833333333333334,9.333333333333334,90.0,86.33333333333331,killer
97,271,Undead,Mage,62,70,71,1,749.8333333333335,0.03200711269170927,2,59,323.0,6.333333333333332,20.0,30.16666666666667,66.0,40.66666666666666,explorer
98,278,Undead,Mage,266,60,80,20,985.6666666666664,0.4869800473452824,3,109,174.16666666666663,157.33333333333334,87.83333333333331,86.83333333333331,220.0,187.3333333333333,killer
99,286,Undead,Mage,35,70,77,7,374.83333333333326,0.4481991996442864,3,53,29.66666666666667,13.833333333333336,55.16666666666666,54.16666666666666,97.0,153.16666666666666,explorer
100,289,Undead,Warlock,103,58,71,13,380.66666666666674,0.8196147110332749,7,81,25.33333333333333,34.166666666666664,54.33333333333334,97.0,129.0,77.0,explorer
101,291,Undead,Mage,103,70,70,0,396.16666666666674,0.0,2,58,56.0,84.33333333333333,28.83333333333333,22.5,64.16666666666667,59.66666666666666,killer
102,292,Undead,Mage,5,70,70,0,28.33333333333333,0.0,2,16,9.5,12.333333333333336,2.0,0.0,1.1666666666666667,0.6666666666666666,explorer
103,294,Undead,Priest,235,61,66,5,22.0,5.454545454545455,2,8,1.6666666666666667,0.0,0.0,0.3333333333333333,19.0,9.833333333333334,explorer
104,296,Undead,Mage,-1,66,69,3,35.333333333333336,2.0377358490566038,1,10,1.1666666666666667,0.0,0.0,0.0,30.33333333333333,30.16666666666667,explorer
105,297,Undead,Warlock,205,70,72,2,84.66666666666667,0.5669291338582677,2,38,3.6666666666666665,0.16666666666666666,4.5,3.5,7.333333333333332,17.0,explorer
106,300,Undead,Mage,104,70,70,0,54.5,0.0,1,29,28.5,0.6666666666666666,9.166666666666666,8.166666666666666,13.5,10.0,explorer
107,301,Undead,Priest,205,70,74,4,149.5,0.6421404682274248,2,71,4.333333333333333,3.1666666666666665,21.5,23.16666666666667,38.16666666666666,49.33333333333334,explorer
108,303,Undead,Priest,103,70,70,0,386.83333333333326,0.0,2,70,16.166666666666668,0.3333333333333333,28.16666666666667,22.33333333333333,49.5,34.5,explorer
109,308,Undead,Mage,204,70,77,7,411.16666666666674,0.4085934333198216,4,84,18.666666666666668,7.333333333333332,40.66666666666666,42.0,99.16666666666669,104.83333333333331,explorer
110,311,Undead,Priest,103,70,80,10,191.66666666666663,1.2521739130434784,2,42,12.333333333333336,0.3333333333333333,1.3333333333333333,1.1666666666666667,2.333333333333333,103.16666666666669,explorer
111,320,Undead,Rogue,103,70,76,6,370.5,0.388663967611336,3,51,5.833333333333332,2.833333333333333,13.333333333333336,14.5,112.83333333333331,119.33333333333331,explorer
112,322,Undead,Priest,103,70,80,10,800.3333333333335,0.299875052061641,3,114,29.5,22.33333333333333,22.16666666666667,34.666666666666664,91.5,118.16666666666669,explorer
113,323,Undead,Rogue,9,70,74,4,307.8333333333333,0.3118570655116405,1,62,4.5,8.166666666666666,6.166666666666668,4.833333333333333,37.66666666666666,45.5,explorer
114,326,Undead,Priest,9,70,77,7,158.5,1.05993690851735,4,55,2.1666666666666665,1.5,5.833333333333332,8.0,19.666666666666668,43.0,explorer
115,328,Blood Elf,Paladin,328,38,52,14,38.66666666666666,8.689655172413794,1,23,4.0,0.0,5.666666666666668,28.33333333333333,4.833333333333333,0.0,achiever
116,329,Undead,Warlock,189,68,80,12,60.66666666666666,4.747252747252747,3,22,1.6666666666666667,0.0,0.5,0.0,2.6666666666666665,48.5,explorer
117,331,Undead,Warrior,-1,70,80,10,404.16666666666674,0.5938144329896907,1,38,74.0,232.66666666666663,9.166666666666666,2.333333333333333,16.333333333333332,78.66666666666667,killer
118,341,Undead,Rogue,204,70,80,10,421.16666666666674,0.5698456667985754,2,71,15.5,103.16666666666669,22.0,21.5,60.5,132.0,killer
119,342,Undead,Rogue,79,70,80,10,187.0,1.2834224598930482,4,58,22.33333333333333,9.166666666666666,3.0,3.0,3.333333333333333,82.5,explorer
120,343,Undead,Priest,5,70,70,0,59.83333333333334,0.0,2,33,7.333333333333332,0.0,4.5,5.166666666666667,9.166666666666666,2.333333333333333,explorer
121,344,Undead,Mage,5,69,70,1,18.33333333333333,1.3090909090909093,1,14,0.8333333333333334,0.5,3.1666666666666665,3.1666666666666665,10.5,9.5,explorer
122,345,Undead,Mage,9,70,70,0,706.5,0.0,3,74,76.66666666666667,205.5,32.0,41.0,131.16666666666666,102.16666666666669,killer
123,347,Undead,Rogue,186,62,70,8,565.3333333333334,0.33962264150943394,2,57,72.5,185.3333333333333,16.333333333333332,14.333333333333336,119.83333333333331,107.66666666666669,killer
124,348,Undead,Warlock,93,67,68,1,11.333333333333336,2.117647058823529,2,8,3.0,6.833333333333332,0.16666666666666666,0.0,1.0,1.0,explorer
125,351,Undead,Warrior,351,1,1,0,6.5,0.0,1,1,6.5,0.0,0.0,0.0,0.0,0.0,socializer
126,352,Undead,Mage,19,70,70,0,214.8333333333333,0.0,2,43,23.83333333333333,3.1666666666666665,30.16666666666667,31.33333333333333,92.33333333333331,82.5,explorer
127,354,Undead,Mage,5,70,74,4,226.0,0.42477876106194695,3,60,16.666666666666668,0.5,15.833333333333336,19.666666666666668,75.66666666666667,89.16666666666669,explorer
128,359,Undead,Priest,19,70,70,0,33.333333333333336,0.0,2,19,4.166666666666667,0.3333333333333333,6.166666666666668,4.166666666666667,12.333333333333336,8.666666666666666,explorer
129,360,Undead,Priest,103,70,70,0,12.0,0.0,2,9,1.8333333333333333,7.166666666666668,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667,explorer
130,362,Undead,Rogue,19,70,70,0,95.33333333333331,0.0,2,22,9.833333333333334,41.5,0.3333333333333333,0.16666666666666666,3.8333333333333335,3.333333333333333,killer
131,363,Undead,Mage,5,70,70,0,102.16666666666669,0.0,2,39,18.33333333333333,12.5,3.5,4.0,29.5,26.83333333333333,explorer
132,369,Undead,Mage,282,70,70,0,296.3333333333333,0.0,2,71,16.0,29.16666666666667,15.5,14.166666666666664,54.66666666666666,42.5,killer
133,371,Undead,Mage,5,70,70,0,6.666666666666668,0.0,1,9,1.5,0.0,1.5,1.0,1.5,1.5,explorer
134,372,Undead,Mage,205,70,78,8,54.83333333333334,3.5015197568389063,3,21,4.166666666666667,0.3333333333333333,0.5,0.0,3.333333333333333,41.66666666666666,explorer
135,376,Undead,Mage,93,60,60,0,5.333333333333333,0.0,1,5,1.3333333333333333,3.6666666666666665,0.16666666666666666,0.0,0.16666666666666666,0.0,socializer
136,378,Undead,Mage,204,10,70,60,103.66666666666669,13.890675241157556,3,37,18.166666666666668,11.166666666666664,18.5,2.5,17.833333333333332,16.5,achiever
137,379,Undead,Mage,104,70,70,0,246.0,0.0,4,44,57.33333333333334,124.0,7.0,3.5,8.666666666666666,6.833333333333332,killer
138,383,Undead,Priest,204,1,70,69,435.33333333333326,3.803981623277181,4,47,47.66666666666666,1.8333333333333333,15.5,16.0,40.333333333333336,35.5,killer
139,384,Undead,Priest,216,70,70,0,23.5,0.0,2,21,5.333333333333333,0.8333333333333334,3.6666666666666665,1.6666666666666667,2.6666666666666665,2.0,explorer
140,388,Undead,Rogue,104,70,70,0,1219.1666666666667,0.0,4,50,158.5,175.66666666666663,10.666666666666666,19.166666666666668,91.83333333333331,76.16666666666667,killer
141,389,Undead,Rogue,104,70,70,0,257.3333333333333,0.0,3,33,23.5,29.16666666666667,1.3333333333333333,4.666666666666667,25.83333333333333,20.666666666666668,killer
142,391,Undead,Rogue,62,70,72,2,302.8333333333333,0.1585030269675289,3,61,25.0,27.66666666666667,13.833333333333336,8.666666666666666,48.0,46.0,explorer
143,392,Undead,Warlock,12,60,64,4,27.16666666666667,3.5337423312883436,2,16,1.1666666666666667,0.0,0.8333333333333334,1.3333333333333333,23.0,6.0,explorer
144,393,Undead,Warlock,62,70,80,10,361.5,0.6639004149377593,2,54,5.166666666666667,7.833333333333332,22.83333333333333,26.66666666666667,82.16666666666667,134.0,explorer
145,394,Undead,Warlock,35,70,70,0,947.5,0.0,2,68,42.0,190.5,42.16666666666666,36.333333333333336,203.66666666666663,167.0,killer
146,395,Undead,Warlock,19,60,60,0,4.666666666666667,0.0,1,3,0.5,0.0,0.0,1.1666666666666667,3.0,0.0,socializer
147,397,Undead,Warlock,53,70,70,0,388.16666666666674,0.0,1,60,4.0,0.0,14.666666666666664,14.666666666666664,146.66666666666666,133.66666666666666,explorer
148,398,Undead,Warlock,204,70,70,0,804.3333333333335,0.0,3,54,80.83333333333333,33.0,23.33333333333333,28.16666666666667,175.5,160.5,killer
149,399,Undead,Warlock,103,70,80,10,388.5,0.6177606177606177,5,99,36.833333333333336,11.833333333333336,24.0,26.5,51.5,123.66666666666669,explorer
150,401,Undead,Warlock,9,70,70,0,42.5,0.0,3,22,8.666666666666666,0.16666666666666666,0.6666666666666666,0.5,9.0,7.666666666666668,explorer
151,405,Undead,Warrior,204,70,80,10,445.0,0.5393258426966292,5,95,34.0,23.83333333333333,10.5,13.333333333333336,76.5,167.33333333333334,explorer
152,410,Orc,Hunter,174,70,70,0,314.5,0.0,4,54,9.5,56.5,18.166666666666668,18.166666666666668,117.33333333333331,97.5,killer
153,413,Tauren,Shaman,101,70,70,0,95.0,0.0,1,13,1.0,60.33333333333334,0.0,0.0,0.3333333333333333,0.3333333333333333,killer
154,414,Tauren,Shaman,290,70,70,0,381.5,0.0,2,64,9.0,70.33333333333333,23.83333333333333,21.66666666666667,90.5,68.33333333333333,killer
155,417,Troll,Warrior,101,70,70,0,460.83333333333326,0.0,2,43,101.66666666666669,245.5,3.6666666666666665,5.0,26.0,21.166666666666668,killer
156,419,Undead,Priest,1,60,75,15,132.83333333333334,2.7101631116687583,1,59,7.5,0.0,3.333333333333333,4.5,55.83333333333334,56.16666666666666,explorer
157,420,Undead,Rogue,101,70,80,10,1035.0,0.2318840579710145,2,96,104.5,290.0,27.66666666666667,26.0,77.16666666666667,197.8333333333333,explorer
158,423,Orc,Hunter,62,70,78,8,234.5,0.8187633262260128,2,49,4.166666666666667,3.8333333333333335,1.0,1.1666666666666667,49.5,120.33333333333331,explorer
159,424,Orc,Rogue,-1,70,70,0,21.166666666666668,0.0,1,10,4.166666666666667,13.666666666666664,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,explorer
160,426,Tauren,Shaman,205,70,77,7,595.5,0.28211586901763225,2,88,27.0,94.33333333333331,17.0,12.666666666666664,52.0,55.16666666666666,killer
161,427,Tauren,Druid,79,70,80,10,719.3333333333335,0.3336422613531047,2,71,105.16666666666669,191.8333333333333,27.33333333333333,21.83333333333333,79.83333333333333,158.33333333333334,killer
162,428,Tauren,Druid,161,70,71,1,204.5,0.11735941320293394,5,56,11.5,2.833333333333333,11.166666666666664,10.5,51.0,46.5,explorer
163,429,Tauren,Warrior,1,60,74,14,368.83333333333326,0.910980569362856,2,86,29.16666666666667,18.666666666666668,33.666666666666664,33.333333333333336,175.0,143.16666666666666,explorer
164,437,Troll,Shaman,104,70,80,10,330.3333333333333,0.7265388496468215,2,74,15.666666666666664,10.666666666666666,21.5,16.5,59.83333333333334,114.0,explorer
165,443,Undead,Warlock,62,70,80,10,643.6666666666666,0.3728638011393061,2,93,155.0,24.66666666666667,45.33333333333334,37.66666666666666,76.16666666666667,114.16666666666669,explorer
166,449,Tauren,Druid,-1,49,80,31,226.66666666666663,3.2823529411764705,3,72,11.833333333333336,16.333333333333332,5.333333333333333,16.5,80.33333333333333,105.16666666666669,explorer
167,456,Troll,Mage,104,70,80,10,368.0,0.6521739130434783,3,84,12.5,22.66666666666667,26.5,26.66666666666667,54.66666666666666,107.33333333333331,explorer
