ID,race,class,guild,lvl_start,lvl_end,evolution,time_hours,lvl_speed,n_guilds,n_maps,n_city,n_pvp,map_beginner,map_low,map_medium,map_advanced
55,Orc,Hunter,481,60,80,20,116.83333333333333,4.108416547788873,2,54,3.6666666666666665,0.8333333333333334,6.5,8.166666666666666,32.333333333333336,77.16666666666667
56,Orc,Hunter,204,70,70,0,100.83333333333333,0.0,3,43,4.5,21.166666666666668,1.1666666666666667,5.5,33.5,25.666666666666668
57,Orc,Warrior,5,70,70,0,755.6666666666666,0.0,2,43,196.83333333333334,289.8333333333333,8.5,6.666666666666667,47.333333333333336,43.833333333333336
59,Orc,Warrior,19,70,80,10,108.33333333333333,2.2153846153846155,3,29,3.6666666666666665,2.6666666666666665,0.5,0.3333333333333333,0.6666666666666666,80.16666666666667
62,Orc,Warrior,5,70,70,0,267.5,0.0,2,35,20.166666666666668,13.166666666666666,1.6666666666666667,0.6666666666666666,103.5,100.0
64,Orc,Hunter,5,70,70,0,215.83333333333334,0.0,2,35,17.333333333333332,85.0,1.6666666666666667,0.5,17.5,16.333333333333332
68,Tauren,Warrior,205,67,74,7,196.16666666666666,0.8564146134239593,2,52,10.333333333333334,14.833333333333334,36.166666666666664,36.5,88.16666666666667,112.33333333333333
72,Tauren,Druid,252,26,49,23,55.833333333333336,9.886567164179105,2,24,5.333333333333333,0.0,15.666666666666666,40.333333333333336,12.666666666666666,0.0
77,Tauren,Shaman,-1,12,12,0,2.1666666666666665,0.0,1,1,2.1666666666666665,0.0,0.0,0.0,0.0,0.0
84,Tauren,Warrior,103,70,80,10,1246.0,0.1926163723916533,2,127,92.5,91.0,84.5,89.66666666666667,230.16666666666666,258.5
86,Tauren,Shaman,282,70,72,2,415.5,0.11552346570397112,5,79,24.5,8.166666666666666,32.166666666666664,28.666666666666668,80.5,75.5
87,Tauren,Shaman,19,70,70,0,343.1666666666667,0.0,2,56,8.5,80.83333333333333,2.5,5.5,61.0,48.333333333333336
88,Tauren,Shaman,-1,35,36,1,8.666666666666666,2.769230769230769,1,10,1.5,0.0,3.6666666666666665,5.833333333333333,2.5,0.0
90,Tauren,Druid,5,70,70,0,67.33333333333333,0.0,2,23,9.5,3.8333333333333335,3.1666666666666665,3.3333333333333335,14.5,13.166666666666666
91,Tauren,Druid,103,70,70,0,57.666666666666664,0.0,2,23,5.0,0.0,2.1666666666666665,1.5,9.333333333333334,6.0
94,Tauren,Warrior,305,70,80,10,766.5,0.3131115459882583,3,83,11.166666666666666,6.333333333333333,57.166666666666664,44.5,122.0,147.66666666666666
95,Tauren,Hunter,171,62,70,8,78.83333333333333,2.4355179704016914,2,14,1.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,66.16666666666667,62.666666666666664
96,Tauren,Shaman,79,66,70,4,162.83333333333334,0.5895598771750256,2,41,4.166666666666667,0.0,4.333333333333333,4.333333333333333,134.66666666666666,123.66666666666667
101,Tauren,Shaman,53,60,60,0,3.5,0.0,1,1,0.0,0.0,0.0,0.0,3.5,0.0
108,Tauren,Warrior,101,70,70,0,542.6666666666666,0.0,4,80,16.333333333333332,6.833333333333333,37.5,39.166666666666664,135.83333333333334,105.83333333333333
109,Tauren,Druid,5,70,70,0,309.0,0.0,3,61,11.333333333333334,65.5,40.333333333333336,39.166666666666664,84.5,72.66666666666667
112,Tauren,Druid,243,64,76,12,367.8333333333333,0.7829632985953784,4,70,25.166666666666668,104.5,36.833333333333336,50.166666666666664,131.5,143.0
113,Tauren,Druid,204,70,80,10,247.5,0.9696969696969697,3,51,2.5,2.1666666666666665,21.5,20.5,64.5,133.66666666666666
114,Tauren,Druid,-1,60,60,0,2.6666666666666665,0.0,1,4,1.8333333333333333,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0
118,Tauren,Druid,5,70,70,0,42.5,0.0,1,16,4.5,0.0,0.0,0.0,6.833333333333333,5.833333333333333
122,Tauren,Hunter,199,63,70,7,194.33333333333334,0.8644939965694681,2,23,7.833333333333333,32.0,22.5,21.833333333333332,115.83333333333333,107.0
127,Tauren,Shaman,-1,70,70,0,78.33333333333333,0.0,1,16,1.6666666666666667,25.333333333333332,26.833333333333332,26.833333333333332,33.833333333333336,33.5
130,Tauren,Druid,104,61,61,0,22.833333333333332,0.0,1,16,15.0,2.8333333333333335,0.5,0.6666666666666666,2.8333333333333335,0.6666666666666666
132,Tauren,Warrior,62,70,80,10,709.8333333333334,0.3381075369805119,3,76,54.666666666666664,190.66666666666666,22.666666666666668,20.833333333333332,137.83333333333334,193.5
133,Tauren,Hunter,-1,70,72,2,53.5,0.8971962616822431,3,21,6.166666666666667,0.0,1.0,0.8333333333333334,24.166666666666668,41.333333333333336
135,Tauren,Warrior,19,70,70,0,106.16666666666667,0.0,2,40,5.333333333333333,0.0,32.666666666666664,21.166666666666668,34.166666666666664,25.0
140,Tauren,Warrior,103,70,80,10,1383.8333333333333,0.1734312898952186,3,114,73.5,2.8333333333333335,48.333333333333336,49.166666666666664,205.5,255.66666666666666
141,Tauren,Shaman,204,70,80,10,203.5,1.1793611793611793,4,76,7.166666666666667,3.3333333333333335,4.5,11.666666666666666,22.666666666666668,78.16666666666667
143,Tauren,Hunter,219,60,60,0,7.666666666666667,0.0,3,6,5.0,0.0,0.3333333333333333,0.16666666666666666,2.3333333333333335,0.0
144,Tauren,Druid,5,70,70,0,269.8333333333333,0.0,4,48,33.166666666666664,2.1666666666666665,7.166666666666667,8.166666666666666,33.333333333333336,23.0
147,Tauren,Shaman,251,60,66,6,18.666666666666668,7.714285714285714,3,11,1.1666666666666667,0.0,0.5,0.16666666666666666,16.166666666666668,6.833333333333333
148,Tauren,Shaman,-1,70,70,0,696.6666666666666,0.0,2,71,31.333333333333332,258.1666666666667,68.16666666666667,74.83333333333333,214.33333333333334,200.66666666666666
149,Tauren,Shaman,5,70,70,0,280.1666666666667,0.0,2,48,6.833333333333333,0.0,31.666666666666668,34.833333333333336,102.16666666666667,81.66666666666667
150,Tauren,Warrior,3,60,60,0,3.6666666666666665,0.0,1,1,3.6666666666666665,0.0,0.0,0.0,0.0,0.0
152,Tauren,Warrior,4,70,80,10,944.8333333333334,0.25401305344858,3,114,47.5,53.833333333333336,67.5,59.0,189.33333333333334,215.5
155,Tauren,Warrior,103,70,70,0,698.3333333333334,0.0,4,68,80.16666666666667,48.833333333333336,31.166666666666668,24.5,114.0,88.33333333333333
158,Tauren,Warrior,19,60,65,5,68.0,1.7647058823529411,2,15,4.166666666666667,4.5,1.0,0.5,53.833333333333336,27.0
159,Tauren,Warrior,79,70,80,10,599.8333333333334,0.40011114198388437,2,83,122.33333333333333,176.66666666666666,40.5,23.666666666666668,71.66666666666667,113.16666666666667
162,Tauren,Warrior,79,70,80,10,1208.3333333333333,0.1986206896551724,4,103,264.1666666666667,429.1666666666667,53.666666666666664,41.0,138.16666666666666,217.5
165,Tauren,Shaman,53,70,70,0,85.33333333333333,0.0,1,21,21.666666666666668,46.833333333333336,0.5,0.8333333333333334,5.666666666666667,4.5
166,Tauren,Shaman,-1,70,70,0,480.6666666666667,0.0,3,71,15.0,20.0,30.666666666666668,32.666666666666664,116.83333333333333,97.33333333333333
169,Tauren,Shaman,79,70,78,8,379.0,0.5065963060686016,2,79,22.333333333333332,51.666666666666664,8.0,11.5,58.166666666666664,80.33333333333333
171,Tauren,Shaman,4,68,70,2,275.5,0.17422867513611617,2,47,12.333333333333334,0.0,6.333333333333333,7.166666666666667,57.333333333333336,46.833333333333336
172,Tauren,Shaman,19,66,80,14,663.5,0.506405425772419,3,93,43.333333333333336,96.66666666666667,23.666666666666668,26.166666666666668,75.5,240.16666666666666
174,Tauren,Druid,235,70,70,0,89.33333333333333,0.0,1,33,3.0,2.5,2.1666666666666665,2.8333333333333335,28.666666666666668,26.833333333333332
176,Tauren,Druid,62,70,70,0,340.8333333333333,0.0,2,49,2.5,2.3333333333333335,11.0,7.166666666666667,73.33333333333333,66.33333333333333
177,Tauren,Druid,251,60,78,18,274.3333333333333,1.574726609963548,2,75,14.333333333333334,2.6666666666666665,16.166666666666668,16.333333333333332,131.16666666666666,122.66666666666667
178,Tauren,Druid,9,70,73,3,594.1666666666666,0.12117812061711081,2,76,63.5,71.33333333333333,48.833333333333336,41.5,122.16666666666667,118.33333333333333
180,Tauren,Druid,79,70,70,0,123.0,0.0,1,46,6.666666666666667,33.333333333333336,10.166666666666666,8.666666666666666,16.0,16.333333333333332
182,Troll,Hunter,-1,1,1,0,7133.5,0.0,1,1,0.0,0.0,7133.5,0.0,0.0,0.0
185,Troll,Shaman,3,70,70,0,6.833333333333333,0.0,1,9,0.0,0.3333333333333333,0.16666666666666666,0.0,1.0,0.8333333333333334
191,Troll,Rogue,3,70,70,0,103.66666666666667,0.0,1,32,6.166666666666667,10.833333333333334,3.0,3.6666666666666665,43.833333333333336,38.833333333333336
195,Troll,Rogue,53,70,70,0,346.0,0.0,2,39,67.0,80.66666666666667,4.833333333333333,1.3333333333333333,30.5,27.166666666666668
196,Troll,Hunter,-1,29,34,5,12.166666666666666,9.863013698630137,3,10,1.8333333333333333,0.0,6.333333333333333,6.333333333333333,0.3333333333333333,0.0
197,Troll,Priest,205,70,70,0,31.833333333333332,0.0,1,17,6.833333333333333,14.166666666666666,0.16666666666666666,0.0,2.1666666666666665,1.0
201,Troll,Hunter,424,52,64,12,143.66666666666666,2.0046403712296983,2,53,14.166666666666666,13.333333333333334,16.166666666666668,40.333333333333336,57.333333333333336,0.6666666666666666
203,Troll,Mage,101,70,71,1,342.1666666666667,0.07014125669751584,2,62,44.166666666666664,65.83333333333333,26.166666666666668,25.666666666666668,38.833333333333336,36.333333333333336
212,Troll,Mage,174,70,70,0,348.0,0.0,5,58,42.333333333333336,18.5,38.5,40.5,133.0,122.83333333333333
215,Troll,Hunter,-1,70,80,10,257.1666666666667,0.933246921581335,4,69,5.0,0.0,15.333333333333334,16.0,29.666666666666668,114.66666666666667
221,Troll,Mage,5,70,70,0,143.16666666666666,0.0,2,43,5.0,19.0,14.166666666666666,13.666666666666666,23.333333333333332,22.333333333333332
229,Troll,Rogue,-1,70,70,0,6.0,0.0,2,11,1.0,1.5,0.5,0.16666666666666666,0.8333333333333334,0.6666666666666666
230,Troll,Warrior,103,70,70,0,446.1666666666667,0.0,2,44,2.3333333333333335,0.8333333333333334,28.833333333333332,24.166666666666668,303.8333333333333,291.5
231,Troll,Priest,104,70,70,0,195.33333333333334,0.0,4,39,17.666666666666668,4.166666666666667,21.666666666666668,15.166666666666666,29.833333333333332,26.0
236,Troll,Warrior,103,70,70,0,616.8333333333334,0.0,3,65,14.333333333333334,68.33333333333333,30.666666666666668,26.666666666666668,246.16666666666666,230.83333333333334
237,Troll,Priest,5,70,70,0,181.33333333333334,0.0,2,23,2.3333333333333335,3.3333333333333335,9.333333333333334,9.0,38.833333333333336,32.666666666666664
239,Troll,Mage,-1,60,60,0,2.6666666666666665,0.0,1,2,0.0,0.0,0.0,2.6666666666666665,0.16666666666666666,0.0
241,Troll,Hunter,90,70,70,0,15.166666666666666,0.0,2,8,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.8333333333333333,1.8333333333333333
244,Troll,Hunter,19,60,60,0,2.8333333333333335,0.0,2,3,0.6666666666666666,0.0,0.0,0.0,2.1666666666666665,0.0
246,Troll,Priest,103,70,76,6,469.0,0.30703624733475476,4,74,39.5,208.33333333333334,12.5,11.833333333333334,39.0,55.333333333333336
261,Undead,Warlock,204,65,71,6,294.5,0.4889643463497453,3,54,7.166666666666667,55.166666666666664,8.833333333333334,9.333333333333334,90.0,86.33333333333333
271,Undead,Mage,62,70,71,1,749.8333333333334,0.03200711269170927,2,59,323.0,6.333333333333333,20.0,30.166666666666668,66.0,40.666666666666664
278,Undead,Mage,266,60,80,20,985.6666666666666,0.4869800473452824,3,109,174.16666666666666,157.33333333333334,87.83333333333333,86.83333333333333,220.0,187.33333333333334
286,Undead,Mage,35,70,77,7,374.8333333333333,0.44819919964428634,3,53,29.666666666666668,13.833333333333334,55.166666666666664,54.166666666666664,97.0,153.16666666666666
289,Undead,Warlock,103,58,71,13,380.6666666666667,0.8196147110332749,7,81,25.333333333333332,34.166666666666664,54.333333333333336,97.0,129.0,77.0
291,Undead,Mage,103,70,70,0,396.1666666666667,0.0,2,58,56.0,84.33333333333333,28.833333333333332,22.5,64.16666666666667,59.666666666666664
292,Undead,Mage,5,70,70,0,28.333333333333332,0.0,2,16,9.5,12.333333333333334,2.0,0.0,1.1666666666666667,0.6666666666666666
294,Undead,Priest,235,61,66,5,22.0,5.454545454545455,2,8,1.6666666666666667,0.0,0.0,0.3333333333333333,19.0,9.833333333333334
296,Undead,Mage,-1,66,69,3,35.333333333333336,2.0377358490566038,1,10,1.1666666666666667,0.0,0.0,0.0,30.333333333333332,30.166666666666668
297,Undead,Warlock,205,70,72,2,84.66666666666667,0.5669291338582677,2,38,3.6666666666666665,0.16666666666666666,4.5,3.5,7.333333333333333,17.0
300,Undead,Mage,104,70,70,0,54.5,0.0,1,29,28.5,0.6666666666666666,9.166666666666666,8.166666666666666,13.5,10.0
301,Undead,Priest,205,70,74,4,149.5,0.6421404682274248,2,71,4.333333333333333,3.1666666666666665,21.5,23.166666666666668,38.166666666666664,49.333333333333336
303,Undead,Priest,103,70,70,0,386.8333333333333,0.0,2,70,16.166666666666668,0.3333333333333333,28.166666666666668,22.333333333333332,49.5,34.5
308,Undead,Mage,204,70,77,7,411.1666666666667,0.4085934333198216,4,84,18.666666666666668,7.333333333333333,40.666666666666664,42.0,99.16666666666667,104.83333333333333
311,Undead,Priest,103,70,80,10,191.66666666666666,1.2521739130434784,2,42,12.333333333333334,0.3333333333333333,1.3333333333333333,1.1666666666666667,2.3333333333333335,103.16666666666667
320,Undead,Rogue,103,70,76,6,370.5,0.38866396761133604,3,51,5.833333333333333,2.8333333333333335,13.333333333333334,14.5,112.83333333333333,119.33333333333333
322,Undead,Priest,103,70,80,10,800.3333333333334,0.299875052061641,3,114,29.5,22.333333333333332,22.166666666666668,34.666666666666664,91.5,118.16666666666667
323,Undead,Rogue,9,70,74,4,307.8333333333333,0.31185706551164055,1,62,4.5,8.166666666666666,6.166666666666667,4.833333333333333,37.666666666666664,45.5
326,Undead,Priest,9,70,77,7,158.5,1.05993690851735,4,55,2.1666666666666665,1.5,5.833333333333333,8.0,19.666666666666668,43.0
328,Blood Elf,Paladin,328,38,52,14,38.666666666666664,8.689655172413794,1,23,4.0,0.0,5.666666666666667,28.333333333333332,4.833333333333333,0.0
329,Undead,Warlock,189,68,80,12,60.666666666666664,4.747252747252747,3,22,1.6666666666666667,0.0,0.5,0.0,2.6666666666666665,48.5
331,Undead,Warrior,-1,70,80,10,404.1666666666667,0.5938144329896907,1,38,74.0,232.66666666666666,9.166666666666666,2.3333333333333335,16.333333333333332,78.66666666666667
341,Undead,Rogue,204,70,80,10,421.1666666666667,0.5698456667985754,2,71,15.5,103.16666666666667,22.0,21.5,60.5,132.0
342,Undead,Rogue,79,70,80,10,187.0,1.2834224598930482,4,58,22.333333333333332,9.166666666666666,3.0,3.0,3.3333333333333335,82.5
343,Undead,Priest,5,70,70,0,59.833333333333336,0.0,2,33,7.333333333333333,0.0,4.5,5.166666666666667,9.166666666666666,2.3333333333333335
344,Undead,Mage,5,69,70,1,18.333333333333332,1.309090909090909,1,14,0.8333333333333334,0.5,3.1666666666666665,3.1666666666666665,10.5,9.5
345,Undead,Mage,9,70,70,0,706.5,0.0,3,74,76.66666666666667,205.5,32.0,41.0,131.16666666666666,102.16666666666667
347,Undead,Rogue,186,62,70,8,565.3333333333334,0.33962264150943394,2,57,72.5,185.33333333333334,16.333333333333332,14.333333333333334,119.83333333333333,107.66666666666667
348,Undead,Warlock,93,67,68,1,11.333333333333334,2.1176470588235294,2,8,3.0,6.833333333333333,0.16666666666666666,0.0,1.0,1.0
351,Undead,Warrior,351,1,1,0,6.5,0.0,1,1,6.5,0.0,0.0,0.0,0.0,0.0
352,Undead,Mage,19,70,70,0,214.83333333333334,0.0,2,43,23.833333333333332,3.1666666666666665,30.166666666666668,31.333333333333332,92.33333333333333,82.5
354,Undead,Mage,5,70,74,4,226.0,0.42477876106194695,3,60,16.666666666666668,0.5,15.833333333333334,19.666666666666668,75.66666666666667,89.16666666666667
359,Undead,Priest,19,70,70,0,33.333333333333336,0.0,2,19,4.166666666666667,0.3333333333333333,6.166666666666667,4.166666666666667,12.333333333333334,8.666666666666666
360,Undead,Priest,103,70,70,0,12.0,0.0,2,9,1.8333333333333333,7.166666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.6666666666666667
362,Undead,Rogue,19,70,70,0,95.33333333333333,0.0,2,22,9.833333333333334,41.5,0.3333333333333333,0.16666666666666666,3.8333333333333335,3.3333333333333335
363,Undead,Mage,5,70,70,0,102.16666666666667,0.0,2,39,18.333333333333332,12.5,3.5,4.0,29.5,26.833333333333332
369,Undead,Mage,282,70,70,0,296.3333333333333,0.0,2,71,16.0,29.166666666666668,15.5,14.166666666666666,54.666666666666664,42.5
371,Undead,Mage,5,70,70,0,6.666666666666667,0.0,1,9,1.5,0.0,1.5,1.0,1.5,1.5
372,Undead,Mage,205,70,78,8,54.833333333333336,3.501519756838906,3,21,4.166666666666667,0.3333333333333333,0.5,0.0,3.3333333333333335,41.666666666666664
376,Undead,Mage,93,60,60,0,5.333333333333333,0.0,1,5,1.3333333333333333,3.6666666666666665,0.16666666666666666,0.0,0.16666666666666666,0.0
378,Undead,Mage,204,10,70,60,103.66666666666667,13.890675241157556,3,37,18.166666666666668,11.166666666666666,18.5,2.5,17.833333333333332,16.5
379,Undead,Mage,104,70,70,0,246.0,0.0,4,44,57.333333333333336,124.0,7.0,3.5,8.666666666666666,6.833333333333333
383,Undead,Priest,204,1,70,69,435.3333333333333,3.803981623277182,4,47,47.666666666666664,1.8333333333333333,15.5,16.0,40.333333333333336,35.5
384,Undead,Priest,216,70,70,0,23.5,0.0,2,21,5.333333333333333,0.8333333333333334,3.6666666666666665,1.6666666666666667,2.6666666666666665,2.0
388,Undead,Rogue,104,70,70,0,1219.1666666666667,0.0,4,50,158.5,175.66666666666666,10.666666666666666,19.166666666666668,91.83333333333333,76.16666666666667
389,Undead,Rogue,104,70,70,0,257.3333333333333,0.0,3,33,23.5,29.166666666666668,1.3333333333333333,4.666666666666667,25.833333333333332,20.666666666666668
391,Undead,Rogue,62,70,72,2,302.8333333333333,0.1585030269675289,3,61,25.0,27.666666666666668,13.833333333333334,8.666666666666666,48.0,46.0
392,Undead,Warlock,12,60,64,4,27.166666666666668,3.5337423312883436,2,16,1.1666666666666667,0.0,0.8333333333333334,1.3333333333333333,23.0,6.0
393,Undead,Warlock,62,70,80,10,361.5,0.6639004149377593,2,54,5.166666666666667,7.833333333333333,22.833333333333332,26.666666666666668,82.16666666666667,134.0
394,Undead,Warlock,35,70,70,0,947.5,0.0,2,68,42.0,190.5,42.166666666666664,36.333333333333336,203.66666666666666,167.0
395,Undead,Warlock,19,60,60,0,4.666666666666667,0.0,1,3,0.5,0.0,0.0,1.1666666666666667,3.0,0.0
397,Undead,Warlock,53,70,70,0,388.1666666666667,0.0,1,60,4.0,0.0,14.666666666666666,14.666666666666666,146.66666666666666,133.66666666666666
398,Undead,Warlock,204,70,70,0,804.3333333333334,0.0,3,54,80.83333333333333,33.0,23.333333333333332,28.166666666666668,175.5,160.5
399,Undead,Warlock,103,70,80,10,388.5,0.6177606177606177,5,99,36.833333333333336,11.833333333333334,24.0,26.5,51.5,123.66666666666667
401,Undead,Warlock,9,70,70,0,42.5,0.0,3,22,8.666666666666666,0.16666666666666666,0.6666666666666666,0.5,9.0,7.666666666666667
405,Undead,Warrior,204,70,80,10,445.0,0.5393258426966292,5,95,34.0,23.833333333333332,10.5,13.333333333333334,76.5,167.33333333333334
410,Orc,Hunter,174,70,70,0,314.5,0.0,4,54,9.5,56.5,18.166666666666668,18.166666666666668,117.33333333333333,97.5
413,Tauren,Shaman,101,70,70,0,95.0,0.0,1,13,1.0,60.333333333333336,0.0,0.0,0.3333333333333333,0.3333333333333333
414,Tauren,Shaman,290,70,70,0,381.5,0.0,2,64,9.0,70.33333333333333,23.833333333333332,21.666666666666668,90.5,68.33333333333333
417,Troll,Warrior,101,70,70,0,460.8333333333333,0.0,2,43,101.66666666666667,245.5,3.6666666666666665,5.0,26.0,21.166666666666668
419,Undead,Priest,1,60,75,15,132.83333333333334,2.710163111668758,1,59,7.5,0.0,3.3333333333333335,4.5,55.833333333333336,56.166666666666664
420,Undead,Rogue,101,70,80,10,1035.0,0.2318840579710145,2,96,104.5,290.0,27.666666666666668,26.0,77.16666666666667,197.83333333333334
423,Orc,Hunter,62,70,78,8,234.5,0.8187633262260128,2,49,4.166666666666667,3.8333333333333335,1.0,1.1666666666666667,49.5,120.33333333333333
424,Orc,Rogue,-1,70,70,0,21.166666666666668,0.0,1,10,4.166666666666667,13.666666666666666,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333
426,Tauren,Shaman,205,70,77,7,595.5,0.28211586901763225,2,88,27.0,94.33333333333333,17.0,12.666666666666666,52.0,55.166666666666664
427,Tauren,Druid,79,70,80,10,719.3333333333334,0.3336422613531047,2,71,105.16666666666667,191.83333333333334,27.333333333333332,21.833333333333332,79.83333333333333,158.33333333333334
428,Tauren,Druid,161,70,71,1,204.5,0.11735941320293397,5,56,11.5,2.8333333333333335,11.166666666666666,10.5,51.0,46.5
429,Tauren,Warrior,1,60,74,14,368.8333333333333,0.9109805693628559,2,86,29.166666666666668,18.666666666666668,33.666666666666664,33.333333333333336,175.0,143.16666666666666
437,Troll,Shaman,104,70,80,10,330.3333333333333,0.7265388496468215,2,74,15.666666666666666,10.666666666666666,21.5,16.5,59.833333333333336,114.0
443,Undead,Warlock,62,70,80,10,643.6666666666666,0.37286380113930606,2,93,155.0,24.666666666666668,45.333333333333336,37.666666666666664,76.16666666666667,114.16666666666667
449,Tauren,Druid,-1,49,80,31,226.66666666666666,3.2823529411764705,3,72,11.833333333333334,16.333333333333332,5.333333333333333,16.5,80.33333333333333,105.16666666666667
456,Troll,Mage,104,70,80,10,368.0,0.6521739130434783,3,84,12.5,22.666666666666668,26.5,26.666666666666668,54.666666666666664,107.33333333333333
460,Undead,Mage,4,70,70,0,329.3333333333333,0.0,2,73,21.666666666666668,0.5,20.833333333333332,48.333333333333336,107.5,65.0
462,Undead,Warlock,5,70,70,0,13.5,0.0,2,13,1.3333333333333333,0.0,2.1666666666666665,3.0,2.0,2.0
464,Undead,Mage,-1,67,70,3,33.5,2.1492537313432836,3,18,2.5,0.0,1.1666666666666667,0.6666666666666666,23.166666666666668,22.166666666666668
467,Orc,Warrior,-1,1,1,0,8.0,0.0,2,1,8.0,0.0,0.0,0.0,0.0,0.0
476,Tauren,Warrior,53,70,80,10,515.3333333333334,0.4657179818887451,3,92,30.166666666666668,85.33333333333333,39.833333333333336,35.333333333333336,55.166666666666664,108.16666666666667
480,Tauren,Hunter,4,60,70,10,58.0,4.137931034482759,3,21,1.5,4.833333333333333,0.5,0.3333333333333333,36.666666666666664,27.333333333333332
489,Undead,Warlock,205,70,73,3,145.0,0.496551724137931,2,34,4.666666666666667,0.0,13.5,11.0,23.166666666666668,31.0
492,Undead,Mage,104,70,80,10,824.1666666666666,0.29120323559150657,2,81,138.66666666666666,204.0,33.833333333333336,13.0,39.166666666666664,81.5
497,Orc,Warrior,90,70,70,0,4.666666666666667,0.0,1,7,1.5,0.0,0.0,0.0,2.8333333333333335,2.6666666666666665
499,Orc,Hunter,104,70,70,0,199.0,0.0,4,46,14.666666666666666,14.666666666666666,11.666666666666666,12.833333333333334,27.5,23.166666666666668
501,Orc,Warrior,53,64,65,1,10.333333333333334,2.32258064516129,1,3,0.6666666666666666,0.0,0.0,0.0,6.5,6.5
502,Orc,Warrior,62,70,71,1,498.6666666666667,0.0481283422459893,2,63,6.833333333333333,1.0,24.5,26.0,93.66666666666667,76.5
505,Tauren,Warrior,5,70,70,0,4.166666666666667,0.0,1,2,0.0,0.0,0.0,0.0,0.0,3.6666666666666665
507,Tauren,Druid,35,70,80,10,513.3333333333334,0.4675324675324675,5,109,15.666666666666666,78.66666666666667,99.5,96.5,165.16666666666666,201.0
